id,stock_id,date,close,open,high,low
52,1,2021-04-15,738.85,743.1,743.69,721.31
53,1,2021-04-14,732.23,770.7,780.79,728.03
54,1,2021-04-13,762.32,712.7,763,710.66
55,1,2021-04-12,701.98,685.7,704.8,682.09
56,1,2021-04-09,677.02,677.77,680.97,669.43
57,1,2021-04-08,683.8,677.38,689.55,671.65
58,1,2021-04-07,670.97,687,691.38,667.84
59,1,2021-04-06,691.62,690.3,696.55,681.37
60,1,2021-04-05,691.05,707.71,708.16,684.7
61,1,2021-04-01,661.75,688.37,692.42,659.42
62,1,2021-03-31,667.93,646.62,672,641.11
63,1,2021-03-30,635.62,601.75,637.66,591.01
64,1,2021-03-29,611.29,615.64,616.48,596.02
65,1,2021-03-26,618.71,641.87,643.82,599.89
66,1,2021-03-25,640.39,613,645.5,609.5
67,1,2021-03-24,630.27,667.91,668.02,630.11
68,1,2021-03-23,662.16,675.77,677.8,657.51
69,1,2021-03-22,670,684.59,699.62,668.75
70,1,2021-03-19,654.87,646.6,657.23,624.62
71,1,2021-03-18,653.16,684.29,689.23,652
72,1,2021-03-17,701.81,656.87,703.73,651.01
73,1,2021-03-16,676.88,703.35,707.92,671
74,1,2021-03-15,707.94,694.09,713.18,684.04
75,1,2021-03-12,693.73,670,694.88,666.14
76,1,2021-03-11,699.6,699.4,702.5,677.18
77,1,2021-03-10,668.06,700.3,717.85,655.06
78,1,2021-03-09,673.58,608.18,678.09,595.21
79,1,2021-03-08,563,600.55,620.13,558.79
80,1,2021-03-05,597.95,626.06,627.84,539.49
81,1,2021-03-04,621.44,655.8,873.94,600
82,1,2021-03-03,653.2,687.99,700.7,651.71
83,1,2021-03-02,686.44,718.28,721.11,685
84,1,2021-03-01,718.43,690.11,872,685.05
85,1,2021-02-26,675.5,700,706.7,659.51
86,1,2021-02-25,682.22,726.15,737.21,670.58
87,1,2021-02-24,742.02,711.85,745,694.17
88,1,2021-02-23,698.84,662.13,713.61,619
89,1,2021-02-22,714.5,762.64,768.5,710.2
90,1,2021-02-19,781.3,795,796.79,777.37
91,1,2021-02-18,787.38,780.9,794.69,776.27
92,1,2021-02-17,798.15,779.09,799.84,762.01
93,1,2021-02-16,796.22,818,821,792.44
94,1,2021-02-12,816.12,801.26,817.33,785.33
95,1,2021-02-11,811.66,812.44,829.88,801.73
96,1,2021-02-10,804.82,843.64,844.82,800.02
97,1,2021-02-09,849.46,855.12,859.8,841.75
98,1,2021-02-08,863.42,869.67,877.77,854.75
99,1,2021-02-05,852.23,845,864.77,838.97
100,1,2021-02-04,849.99,855,856.5,833.42
101,1,2021-02-03,854.69,877.02,878.08,853.06
102,1,2021-02-02,872.79,844.68,880.5,842.2
103,1,2021-02-01,839.81,814.29,842,795.56
104,1,2021-01-29,793.53,830,842.41,780.1
105,1,2021-01-28,835.43,820,848,801
106,1,2021-01-27,864.16,870.35,891.5,858.66
107,1,2021-01-26,883.09,891.38,895.9,871.6
108,1,2021-01-25,880.8,855,900.4,838.82
109,1,2021-01-22,846.64,834.31,848,828.62
110,1,2021-01-21,844.99,855,855.72,841.42
111,1,2021-01-20,850.45,858.74,859.5,837.28
112,1,2021-01-19,844.55,837.8,850,833
113,1,2021-01-15,826.16,852,859.9,819.1
114,1,2021-01-14,845,843.39,863,838.75
115,1,2021-01-13,854.41,852.76,860.47,832
116,1,2021-01-12,849.44,831,868,827.34
117,1,2021-01-11,811.19,849.4,854.43,803.62
118,1,2021-01-08,880.02,856,884.49,838.39
119,1,2021-01-07,816.04,777.63,816.99,775.2
120,1,2021-01-06,755.98,758.49,774,749.1
121,1,2021-01-05,735.11,723.66,740.84,719.2
122,1,2021-01-04,729.77,719.46,744.49,717.19
123,1,2020-12-31,705.67,699.99,718.72,691.12
124,1,2020-12-30,694.78,672,696.6,668.36
125,1,2020-12-29,665.99,661,669.9,655
126,1,2020-12-28,663.69,674.51,681.4,660.8
127,1,2020-12-24,661.77,642.99,666.09,641
128,1,2020-12-23,645.98,632.2,651.5,622.57
129,1,2020-12-22,640.34,648,649.88,614.23
130,1,2020-12-21,649.86,666.24,668.5,646.07
131,1,2020-12-18,695,668.9,695,628.54
132,1,2020-12-17,655.9,628.19,658.82,619.5
133,1,2020-12-16,622.77,628.23,632.5,605
134,1,2020-12-15,633.25,643.28,646.9,623.8
135,1,2020-12-14,639.83,619,642.75,610.2
136,1,2020-12-11,609.99,615.01,624,596.8
137,1,2020-12-10,627.07,574.37,627.75,566.34
138,1,2020-12-09,604.48,653.69,654.32,588
139,1,2020-12-08,649.88,625.51,651.28,618.5
140,1,2020-12-07,641.76,604.92,648.79,603.05
141,1,2020-12-04,599.04,591.01,599.04,585.5
142,1,2020-12-03,593.38,590.02,598.97,582.43
143,1,2020-12-02,568.82,556.44,571.54,541.21
144,1,2020-12-01,584.76,597.59,597.85,572.05
145,1,2020-11-30,567.6,602.21,607.8,554.51
146,1,2020-11-27,585.76,581.16,598.78,578.45
147,1,2020-11-25,574,550.06,574,545.37
148,1,2020-11-24,555.38,540.4,559.99,526.2
149,1,2020-11-23,521.85,503.5,526,501.79
150,1,2020-11-20,489.61,497.99,502.5,489.06
151,1,2020-11-19,499.27,492,508.61,487.57
152,1,2020-11-18,486.64,448.35,496,443.5
153,1,2020-11-17,441.61,460.17,462,433.01
154,1,2020-11-16,408.09,408.93,412.45,404.09
155,1,2020-11-13,408.5,410.85,412.53,401.66
156,1,2020-11-12,411.76,415.05,423,409.52
157,1,2020-11-11,417.13,416.45,418.7,410.58
158,1,2020-11-10,410.36,420.09,420.09,396.03
159,1,2020-11-09,421.26,439.5,452.5,421
160,1,2020-11-06,429.95,436.1,436.57,424.28
161,1,2020-11-05,438.09,428.3,440,424
162,1,2020-11-04,420.98,430.62,435.4,417.1
163,1,2020-11-03,423.9,409.73,427.77,406.69
164,1,2020-11-02,400.51,394,406.98,392.3
165,1,2020-10-30,388.04,406.9,407.59,379.11
166,1,2020-10-29,410.83,409.96,418.06,406.46
167,1,2020-10-28,406.02,416.48,418.6,406
168,1,2020-10-27,424.68,423.76,430.5,420.1
169,1,2020-10-26,420.28,411.63,425.76,410
170,1,2020-10-23,420.63,421.84,422.89,407.38
171,1,2020-10-22,425.79,441.92,445.23,424.51
172,1,2020-10-21,422.64,422.7,432.95,421.25
173,1,2020-10-20,421.94,431.75,431.75,419.05
174,1,2020-10-19,430.83,446.24,447,428.87
175,1,2020-10-16,439.67,454.44,455.95,438.85
176,1,2020-10-15,448.88,450.31,456.57,442.5
177,1,2020-10-14,461.3,449.78,465.9,447.35
178,1,2020-10-13,446.65,443.35,448.89,436.6
179,1,2020-10-12,442.3,442,448.74,438.58
180,1,2020-10-09,434,430.13,434.59,426.46
181,1,2020-10-08,425.92,438.44,439,425.3
182,1,2020-10-07,425.3,419.87,429.9,413.85
183,1,2020-10-06,413.98,423.79,428.78,406.05
184,1,2020-10-05,425.68,423.35,433.64,419.33
185,1,2020-10-02,415.09,421.39,439.13,415
186,1,2020-10-01,448.16,440.76,448.88,434.42
187,1,2020-09-30,429.01,421.32,433.93,420.47
188,1,2020-09-29,419.07,416,428.5,411.6
189,1,2020-09-28,421.2,424.62,428.08,415.55
190,1,2020-09-25,407.34,393.47,408.73,391.3
191,1,2020-09-24,387.79,363.8,399.5,351.3
192,1,2020-09-23,380.36,405.16,412.15,375.88
193,1,2020-09-22,424.23,429.6,437.76,417.6
194,1,2020-09-21,449.39,453.13,455.68,407.07
195,1,2020-09-18,442.15,447.94,451,428.8
196,1,2020-09-17,423.43,415.6,437.79,408
197,1,2020-09-16,441.76,439.87,457.79,435.31
198,1,2020-09-15,449.76,436.56,461.94,430.7
199,1,2020-09-14,419.62,380.95,420,373.3
200,1,2020-09-11,372.72,381.94,382.5,360.5
201,1,2020-09-10,371.34,386.21,398.99,360.56
202,1,2020-09-09,366.28,356.6,369,341.51
203,1,2020-09-08,330.21,356,368.74,329.88
204,1,2020-09-04,418.32,402.81,428,372.02
205,1,2020-09-03,407,407.23,431.8,402
206,1,2020-09-02,447.37,478.99,479.04,405.12
207,1,2020-09-01,475.05,502.14,502.49,470.51
208,1,2020-08-31,498.32,444.61,500.14,440.11
209,1,2020-08-28,442.68,459.02,463.7,437.3
210,1,2020-08-27,447.75,436.09,459.12,428.5
211,1,2020-08-26,430.63,412,433.2,410.73
212,1,2020-08-25,404.67,394.98,405.59,393.6
213,1,2020-08-24,402.84,425.26,425.8,385.5
214,1,2020-08-21,410,408.95,419.1,405.01
215,1,2020-08-20,400.37,372.14,404.4,371.41
216,1,2020-08-19,375.71,373,382.2,368.24
217,1,2020-08-18,377.42,379.8,384.78,369.02
218,1,2020-08-17,367.13,335.4,369.17,334.57
219,1,2020-08-14,330.14,333,333.76,325.33
220,1,2020-08-13,324.2,322.2,330.24,313.45
221,1,2020-08-12,310.95,294,317,287
222,1,2020-08-11,274.88,279.2,284,273
223,1,2020-08-10,283.71,289.6,291.5,277.17
224,1,2020-08-07,290.54,299.91,299.95,283
225,1,2020-08-06,297.92,298.17,303.46,295.45
226,1,2020-08-05,297,298.6,299.97,293.66
227,1,2020-08-04,297.4,299,305.48,292.4
228,1,2020-08-03,297,289.84,301.96,288.88
229,1,2020-07-31,286.15,303,303.41,284.2
230,1,2020-07-30,297.5,297.6,302.65,294.2
231,1,2020-07-29,299.82,300.2,306.96,297.4
232,1,2020-07-28,295.3,300.8,312.94,294.88
233,1,2020-07-27,307.92,287,309.59,282.6
234,1,2020-07-24,283.4,283.2,293,273.31
235,1,2020-07-23,302.61,335.79,337.8,296.15
236,1,2020-07-22,318.47,319.8,325.28,312.4
237,1,2020-07-21,313.67,327.99,335,311.6
238,1,2020-07-20,328.6,303.8,330,297.6
239,1,2020-07-17,300.17,302.69,307.5,298
240,1,2020-07-16,300.13,295.43,306.34,293.2
241,1,2020-07-15,309.2,308.6,310,291.4
242,1,2020-07-14,303.36,311.2,318,286.2
243,1,2020-07-13,299.41,331.8,359,294.22
244,1,2020-07-10,308.93,279.2,309.78,275.2
245,1,2020-07-09,278.86,279.4,281.71,270.26
246,1,2020-07-08,273.18,281,283.45,262.27
247,1,2020-07-07,277.97,281,285.9,267.34
248,1,2020-07-06,274.32,255.34,275.56,253.21
249,1,2020-07-02,241.73,244.3,245.6,237.12
250,1,2020-07-01,223.93,216.6,227.07,216.1
251,1,2020-06-30,215.96,201.3,217.54,200.75
252,1,2020-06-29,201.87,193.8,202,189.7
253,2,2021-06-28,134.78,133.41,135.25,133.35
254,2,2021-06-25,133.11,133.46,133.89,132.81
255,2,2021-06-24,133.41,134.45,134.64,132.93
256,2,2021-06-23,133.7,133.77,134.32,133.23
257,2,2021-06-22,133.98,132.13,134.08,131.62
258,2,2021-06-21,132.3,130.3,132.41,129.21
259,2,2021-06-18,130.46,130.71,131.51,130.24
260,2,2021-06-17,131.79,129.8,132.55,129.65
261,2,2021-06-16,130.15,130.37,130.89,128.46
262,2,2021-06-15,129.64,129.94,130.6,129.39
263,2,2021-06-14,130.48,127.82,130.54,127.07
264,2,2021-06-11,127.35,126.53,127.44,126.1
265,2,2021-06-10,126.11,127.02,128.19,125.94
266,2,2021-06-09,127.13,127.21,127.75,126.52
267,2,2021-06-08,126.74,126.6,128.46,126.21
268,2,2021-06-07,125.9,126.17,126.32,124.83
269,2,2021-06-04,125.89,124.07,126.16,123.85
270,2,2021-06-03,123.54,124.68,124.85,123.13
271,2,2021-06-02,125.06,124.28,125.24,124.05
272,2,2021-06-01,124.28,125.08,125.35,123.94
273,2,2021-05-28,124.61,125.57,125.8,124.55
274,2,2021-05-27,125.28,126.44,127.64,125.08
275,2,2021-05-26,126.85,126.96,127.39,126.42
276,2,2021-05-25,126.9,127.82,128.32,126.32
277,2,2021-05-24,127.1,126.01,127.94,125.94
278,2,2021-05-21,125.43,127.82,128,125.21
279,2,2021-05-20,127.31,125.23,127.72,125.1
280,2,2021-05-19,124.69,123.16,124.92,122.86
281,2,2021-05-18,124.85,126.56,126.99,124.78
282,2,2021-05-17,126.27,126.82,126.93,125.17
283,2,2021-05-14,127.45,126.25,127.89,125.85
284,2,2021-05-13,124.97,124.58,126.15,124.26
285,2,2021-05-12,122.77,123.4,124.64,122.25
286,2,2021-05-11,125.91,123.5,126.27,122.77
287,2,2021-05-10,126.85,129.41,129.54,126.81
288,2,2021-05-07,130.21,130.85,131.26,129.48
289,2,2021-05-06,129.74,127.89,129.75,127.13
290,2,2021-05-05,128.1,129.2,130.45,127.97
291,2,2021-05-04,127.85,131.19,131.49,126.7
292,2,2021-05-03,132.54,132.04,134.07,131.83
293,2,2021-04-30,131.46,131.78,133.56,131.07
294,2,2021-04-29,133.48,136.47,137.07,132.45
295,2,2021-04-28,133.58,134.31,135.02,133.08
296,2,2021-04-27,134.39,135.01,135.41,134.11
297,2,2021-04-26,134.72,134.83,135.06,133.56
298,2,2021-04-23,134.32,132.16,135.12,132.16
299,2,2021-04-22,131.94,133.04,134.15,131.41
300,2,2021-04-21,133.5,132.36,133.75,131.3
301,2,2021-04-20,133.11,135.02,135.53,131.81
302,2,2021-04-19,134.84,133.51,135.47,133.34
303,2,2021-04-16,134.16,134.3,134.67,133.28
304,2,2021-04-15,134.5,133.82,135,133.64
305,2,2021-04-14,132.03,134.94,135,131.66
306,2,2021-04-13,134.43,132.44,134.66,131.93
307,2,2021-04-12,131.24,132.52,132.85,130.63
308,2,2021-04-09,133,129.8,133.04,129.47
309,2,2021-04-08,130.36,128.95,130.39,128.52
310,2,2021-04-07,127.9,125.83,127.92,125.14
311,2,2021-04-06,126.21,126.5,127.13,125.65
312,2,2021-04-05,125.9,123.87,126.16,123.07
313,2,2021-04-01,123,123.66,124.18,122.49
314,2,2021-03-31,122.15,121.65,123.52,121.15
315,2,2021-03-30,119.9,120.11,120.4,118.86
316,2,2021-03-29,121.39,121.65,122.58,120.73
317,2,2021-03-26,121.21,120.35,121.48,118.92
318,2,2021-03-25,120.59,119.54,121.66,119
319,2,2021-03-24,120.09,122.82,122.9,120.07
320,2,2021-03-23,122.54,123.33,124.24,122.14
321,2,2021-03-22,123.39,120.33,123.87,120.26
322,2,2021-03-19,119.99,119.9,121.43,119.68
323,2,2021-03-18,120.53,122.88,123.18,120.32
324,2,2021-03-17,124.76,124.05,125.86,122.34
325,2,2021-03-16,125.57,125.7,127.22,124.72
326,2,2021-03-15,123.99,121.41,124,120.42
327,2,2021-03-12,121.03,120.4,121.17,119.16
328,2,2021-03-11,121.96,122.54,123.21,121.26
329,2,2021-03-10,119.98,121.69,122.17,119.45
330,2,2021-03-09,121.09,119.03,122.06,118.79
331,2,2021-03-08,116.36,120.93,121,116.21
332,2,2021-03-05,121.42,120.98,121.94,117.57
333,2,2021-03-04,120.13,121.75,123.6,118.62
334,2,2021-03-03,122.06,124.81,125.71,121.84
335,2,2021-03-02,125.12,128.41,128.72,125.01
336,2,2021-03-01,127.79,123.75,127.93,122.79
337,2,2021-02-26,121.26,122.59,124.85,121.2
338,2,2021-02-25,120.99,124.68,126.46,120.54
339,2,2021-02-24,125.35,124.94,125.56,122.23
340,2,2021-02-23,125.86,123.76,126.71,118.39
341,2,2021-02-22,126,128.01,129.72,125.6
342,2,2021-02-19,129.87,130.24,130.71,128.8
343,2,2021-02-18,129.71,129.2,130,127.41
344,2,2021-02-17,130.84,131.25,132.22,129.47
345,2,2021-02-16,133.19,135.49,136.01,132.79
346,2,2021-02-12,135.37,134.35,135.53,133.69
347,2,2021-02-11,135.13,135.9,136.39,133.77
348,2,2021-02-10,135.39,136.48,136.99,134.4
349,2,2021-02-09,136.01,136.62,137.88,135.85
350,2,2021-02-08,136.91,136.03,136.96,134.92
351,2,2021-02-05,136.76,137.35,137.42,135.86
352,2,2021-02-04,137.39,136.3,137.4,134.59
353,2,2021-02-03,133.94,135.76,135.77,133.61
354,2,2021-02-02,134.99,135.73,136.31,134.61
355,2,2021-02-01,134.14,133.75,135.38,130.93
356,2,2021-01-29,131.96,135.83,136.74,130.21
357,2,2021-01-28,137.09,139.52,141.99,136.7
358,2,2021-01-27,142.06,143.43,144.3,140.41
359,2,2021-01-26,143.16,143.6,144.3,141.37
360,2,2021-01-25,142.92,143.07,145.09,136.54
361,2,2021-01-22,139.07,136.28,139.85,135.02
362,2,2021-01-21,136.87,133.8,139.67,133.59
363,2,2021-01-20,132.03,128.66,132.49,128.55
364,2,2021-01-19,127.83,127.78,128.71,126.94
365,2,2021-01-15,127.14,128.78,130.22,127
366,2,2021-01-14,128.91,130.8,131,128.76
367,2,2021-01-13,130.89,128.76,131.45,128.49
368,2,2021-01-12,128.8,128.5,129.69,126.86
369,2,2021-01-11,128.98,129.19,130.17,128.5
370,2,2021-01-08,132.05,132.43,132.63,130.23
371,2,2021-01-07,130.92,128.36,131.63,127.86
372,2,2021-01-06,126.6,127.72,131.05,126.38
373,2,2021-01-05,131.01,128.89,131.74,128.43
374,2,2021-01-04,129.41,133.52,133.61,126.76
375,2,2020-12-31,132.69,134.08,134.74,131.72
376,2,2020-12-30,133.72,135.58,135.99,133.4
377,2,2020-12-29,134.87,138.05,138.79,134.34
378,2,2020-12-28,136.69,133.99,137.34,133.51
379,2,2020-12-24,131.97,131.32,133.46,131.1
380,2,2020-12-23,130.96,132.16,132.43,130.78
381,2,2020-12-22,131.88,131.61,134.41,129.65
382,2,2020-12-21,128.23,125.02,128.31,123.45
383,2,2020-12-18,126.66,128.96,129.1,126.12
384,2,2020-12-17,128.7,128.9,129.58,128.05
385,2,2020-12-16,127.81,127.41,128.37,126.56
386,2,2020-12-15,127.88,124.34,127.9,124.13
387,2,2020-12-14,121.78,122.6,123.35,121.54
388,2,2020-12-11,122.41,122.43,122.76,120.55
389,2,2020-12-10,123.24,120.5,123.87,120.15
390,2,2020-12-09,121.78,124.53,125.95,121
391,2,2020-12-08,124.38,124.37,124.98,123.09
392,2,2020-12-07,123.75,122.31,124.57,122.25
393,2,2020-12-04,122.25,122.6,122.86,121.52
394,2,2020-12-03,122.94,123.52,123.78,122.21
395,2,2020-12-02,123.08,122.02,123.37,120.89
396,2,2020-12-01,122.72,121.01,123.47,120.01
397,2,2020-11-30,119.05,116.97,120.97,116.81
398,2,2020-11-27,116.59,116.57,117.49,116.22
399,2,2020-11-25,116.03,115.55,116.75,115.17
400,2,2020-11-24,115.17,113.91,115.85,112.59
401,2,2020-11-23,113.85,117.18,117.62,113.75
402,2,2020-11-20,117.34,118.64,118.77,117.29
403,2,2020-11-19,118.64,117.59,119.06,116.81
404,2,2020-11-18,118.03,118.61,119.82,118
405,2,2020-11-17,119.39,119.55,120.67,118.96
406,2,2020-11-16,120.3,118.92,120.99,118.15
407,2,2020-11-13,119.26,119.44,119.67,117.87
408,2,2020-11-12,119.21,119.62,120.53,118.57
409,2,2020-11-11,119.49,117.19,119.63,116.44
410,2,2020-11-10,115.97,115.55,117.59,114.13
411,2,2020-11-09,116.32,120.5,121.99,116.05
412,2,2020-11-06,118.69,118.32,119.2,116.13
413,2,2020-11-05,119.03,117.95,119.62,116.87
414,2,2020-11-04,114.95,114.14,115.59,112.35
415,2,2020-11-03,110.44,109.66,111.49,108.73
416,2,2020-11-02,108.77,109.11,110.68,107.32
417,2,2020-10-30,108.86,111.06,111.99,107.72
418,2,2020-10-29,115.32,112.37,116.93,112.2
419,2,2020-10-28,111.2,115.05,115.43,111.1
420,2,2020-10-27,116.6,115.49,117.28,114.54
421,2,2020-10-26,115.05,114.01,116.55,112.88
422,2,2020-10-23,115.04,116.39,116.55,114.28
423,2,2020-10-22,115.75,117.45,118.04,114.59
424,2,2020-10-21,116.87,116.67,118.71,116.45
425,2,2020-10-20,117.51,116.2,118.98,115.63
426,2,2020-10-19,115.98,119.96,120.42,115.66
427,2,2020-10-16,119.02,121.28,121.55,118.81
428,2,2020-10-15,120.71,118.72,121.2,118.15
429,2,2020-10-14,121.19,121,123.03,119.62
430,2,2020-10-13,121.1,125.27,125.39,119.65
431,2,2020-10-12,124.4,120.06,125.18,119.28
432,2,2020-10-09,116.97,115.28,117,114.92
433,2,2020-10-08,114.97,116.25,116.4,114.59
434,2,2020-10-07,115.08,114.62,115.55,114.13
435,2,2020-10-06,113.16,115.7,116.12,112.25
436,2,2020-10-05,116.5,113.91,116.65,113.55
437,2,2020-10-02,113.02,112.89,115.37,112.22
438,2,2020-10-01,116.79,117.64,117.72,115.83
439,2,2020-09-30,115.81,113.79,117.26,113.62
440,2,2020-09-29,114.09,114.55,115.31,113.57
441,2,2020-09-28,114.96,115.01,115.32,112.78
442,2,2020-09-25,112.28,108.43,112.44,107.67
443,2,2020-09-24,108.22,105.17,110.25,105
444,2,2020-09-23,107.12,111.62,112.11,106.77
445,2,2020-09-22,111.81,112.68,112.86,109.16
446,2,2020-09-21,110.08,104.54,110.19,103.1
447,2,2020-09-18,106.84,110.4,110.88,106.09
448,2,2020-09-17,110.34,109.72,112.2,108.71
449,2,2020-09-16,112.13,115.23,116,112.04
450,2,2020-09-15,115.54,118.33,118.83,113.61
451,2,2020-09-14,115.36,114.72,115.93,112.8
452,2,2020-09-11,112,114.57,115.23,110
453,2,2020-09-10,113.49,120.36,120.5,112.5
454,2,2020-09-09,117.32,117.26,119.14,115.26
455,2,2020-09-08,112.82,113.95,118.99,112.68
456,2,2020-09-04,120.96,120.07,123.7,110.89
457,2,2020-09-03,120.88,126.91,128.84,120.5
458,2,2020-09-02,131.4,137.59,137.98,127
459,2,2020-09-01,134.18,132.76,134.8,130.53
460,2,2020-08-31,129.04,127.58,131,126
461,2,2020-08-28,124.81,126.01,126.44,124.58
462,2,2020-08-27,125.01,127.14,127.49,123.83
463,2,2020-08-26,126.52,126.18,126.99,125.08
464,2,2020-08-25,124.83,124.7,125.18,123.05
465,2,2020-08-24,125.86,128.7,128.79,123.94
466,2,2020-08-21,124.37,119.26,124.87,119.25
467,2,2020-08-20,118.28,115.75,118.39,115.73
468,2,2020-08-19,115.71,115.98,117.16,115.61
469,2,2020-08-18,115.56,114.35,116,114.01
470,2,2020-08-17,114.61,116.06,116.09,113.96
471,2,2020-08-14,114.91,114.83,115,113.05
472,2,2020-08-13,115.01,114.43,116.04,113.93
473,2,2020-08-12,113.01,110.5,113.28,110.3
474,2,2020-08-11,109.38,111.97,112.48,109.11
475,2,2020-08-10,112.73,112.6,113.78,110
476,2,2020-08-07,111.11,113.21,113.68,110.29
477,2,2020-08-06,113.9,110.41,114.41,109.8
478,2,2020-08-05,110.06,109.38,110.39,108.9
479,2,2020-08-04,109.67,109.13,110.79,108.39
480,2,2020-08-03,108.94,108.2,111.64,107.89
481,2,2020-07-31,106.26,102.88,106.42,100.83
482,2,2020-07-30,96.19,94.19,96.3,93.77
483,2,2020-07-29,95.04,93.75,95.23,93.71
484,2,2020-07-28,93.25,94.37,94.55,93.25
485,2,2020-07-27,94.81,93.71,94.91,93.48
486,2,2020-07-24,92.62,90.99,92.97,89.15
487,2,2020-07-23,92.85,97,97.08,92.01
488,2,2020-07-22,97.27,96.69,97.98,96.6
489,2,2020-07-21,97,99.17,99.25,96.74
490,2,2020-07-20,98.36,96.42,98.5,96.06
491,2,2020-07-17,96.33,96.99,97.15,95.84
492,2,2020-07-16,96.52,96.56,97.41,95.91
493,2,2020-07-15,97.73,98.99,99.25,96.49
494,2,2020-07-14,97.06,94.84,97.26,93.88
495,2,2020-07-13,95.48,97.27,99.96,95.26
496,2,2020-07-10,95.92,95.34,95.98,94.71
497,2,2020-07-09,95.68,96.26,96.32,94.67
498,2,2020-07-08,95.34,94.18,95.38,94.09
499,2,2020-07-07,93.17,93.85,94.66,93.06
500,2,2020-07-06,93.46,92.5,93.95,92.47
501,2,2020-07-02,91.03,91.96,92.62,90.91
502,2,2020-07-01,91.03,91.28,91.84,90.98
503,2,2020-06-30,91.2,90.02,91.5,90
504,2,2020-06-29,90.45,88.31,90.54,87.82
505,3,2021-06-28,3443.89,3416,3448,3413.51
506,3,2021-06-25,3401.46,3464,3464.82,3394.18
507,3,2021-06-24,3449.08,3507.64,3524.86,3430.85
508,3,2021-06-23,3503.82,3505,3521,3483.2
509,3,2021-06-22,3505.44,3458.06,3523.78,3456.09
510,3,2021-06-21,3453.96,3476.42,3482,3434
511,3,2021-06-18,3486.9,3479.99,3507,3473.71
512,3,2021-06-17,3489.24,3403.18,3497.2,3401
513,3,2021-06-16,3415.25,3392,3426.35,3360.53
514,3,2021-06-15,3383.13,3384,3396.99,3363.11
515,3,2021-06-14,3383.87,3346.83,3385,3335.5
516,3,2021-06-11,3346.83,3349.65,3366.58,3333.45
517,3,2021-06-10,3349.65,3282.01,3351,3281.15
518,3,2021-06-09,3281.15,3272.87,3297.58,3270.7
519,3,2021-06-08,3264.11,3222.61,3279.53,3218.01
520,3,2021-06-07,3198.01,3197.33,3208,3172.2
521,3,2021-06-04,3206.22,3212,3221,3198.81
522,3,2021-06-03,3187.01,3204.23,3214.44,3184.03
523,3,2021-06-02,3233.99,3223.1,3235,3208
524,3,2021-06-01,3218.65,3243.5,3250.98,3209.06
525,3,2021-05-28,3223.07,3242,3247.99,3219.7
526,3,2021-05-27,3230.11,3256,3260.36,3230.04
527,3,2021-05-26,3265.16,3274.59,3295.73,3258.51
528,3,2021-05-25,3259.05,3266.67,3279.82,3213.76
529,3,2021-05-24,3244.99,3215.5,3257.95,3210.5
530,3,2021-05-21,3203.08,3250,3256.69,3197.01
531,3,2021-05-20,3247.68,3244.4,3259.68,3236.18
532,3,2021-05-19,3231.8,3195,3234.75,3184
533,3,2021-05-18,3232.28,3292.58,3312,3230.37
534,3,2021-05-17,3270.39,3245.93,3292.75,3234.59
535,3,2021-05-14,3222.9,3185.56,3228.86,3183
536,3,2021-05-13,3161.47,3185.47,3203.84,3133
537,3,2021-05-12,3151.94,3185,3207.94,3133.1
538,3,2021-05-11,3223.91,3136.28,3238,3127.37
539,3,2021-05-10,3190.49,3282.32,3283,3190
540,3,2021-05-07,3291.61,3319.09,3330.89,3289.07
541,3,2021-05-06,3306.37,3270,3314.4,3247.2
542,3,2021-05-05,3270.54,3338.86,3354.7,3264.36
543,3,2021-05-04,3311.87,3356.19,3367.98,3272.13
544,3,2021-05-03,3386.49,3484.73,3486.65,3372.7
545,3,2021-04-30,3467.42,3525.12,3554,3462.5
546,3,2021-04-29,3471.31,3505.1,3514.45,3435
547,3,2021-04-28,3458.5,3434.8,3489.88,3425
548,3,2021-04-27,3417.43,3443.47,3460,3398.01
549,3,2021-04-26,3409,3348,3428.45,3330.94
550,3,2021-04-23,3340.88,3319.1,3375,3308.5
551,3,2021-04-22,3309.04,3371.68,3372.87,3301.45
552,3,2021-04-21,3362.02,3316,3362.86,3303.81
553,3,2021-04-20,3334.69,3373.6,3382.99,3316
554,3,2021-04-19,3372.01,3390.33,3435.93,3360.16
555,3,2021-04-16,3399.44,3380,3406.8,3355.59
556,3,2021-04-15,3379.09,3371,3397,3352
557,3,2021-04-14,3333,3404.04,3404.13,3326
558,3,2021-04-13,3400,3400.85,3432,3395.63
559,3,2021-04-12,3379.39,3355.21,3395.04,3351.15
560,3,2021-04-09,3372.2,3304.7,3372.2,3288.9
561,3,2021-04-08,3299.3,3310.9,3324.5,3292
562,3,2021-04-07,3279.39,3233.8,3303.61,3223.65
563,3,2021-04-06,3223.82,3223.75,3247.31,3217.04
564,3,2021-04-05,3226.73,3173,3235.96,3161.24
565,3,2021-04-01,3161,3117.94,3162.44,3115.55
566,3,2021-03-31,3094.08,3064.06,3119.33,3062.5
567,3,2021-03-30,3055.29,3070.01,3073,3034
568,3,2021-03-29,3075.73,3055.44,3091.25,3028.45
569,3,2021-03-26,3052.03,3044.06,3056.66,2996
570,3,2021-03-25,3046.26,3072.99,3109.78,3037.14
571,3,2021-03-24,3087.07,3151.04,3160.31,3085.15
572,3,2021-03-23,3137.5,3127,3182,3120.85
